Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
North Metropolitan,Carine,City of Joondalup,Duncraig,6023,5107231,444,Joondalup,
North Metropolitan,Carine,City of Joondalup,Duncraig,6023,5107232,382,Joondalup,
North Metropolitan,Carine,City of Joondalup,Duncraig,6023,5107233,305,Joondalup,
North Metropolitan,Carine,City of Joondalup,Duncraig,6023,5107234,234,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107301,324,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107302,300,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107303,311,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107304,343,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107305,318,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107306,189,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107307,226,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107308,384,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107309,220,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107310,413,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107311,406,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107312,178,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107313,151,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107314,328,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107315,234,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107316,262,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107317,337,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107318,228,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107319,357,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107320,281,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107321,420,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107322,143,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107323,278,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107324,248,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107325,214,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107326,254,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107327,291,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107328,236,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107329,229,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107330,225,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107331,360,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Warwick,6024,5107332,251,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107334,218,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Greenwood,6024,5107335,393,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107401,286,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107402,378,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107403,353,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107404,517,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107405,392,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107406,347,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107407,230,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107408,289,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107409,395,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107410,219,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107411,279,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107412,464,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107413,259,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107414,389,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107415,331,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107416,504,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107417,294,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107418,281,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Heathridge,6027,5107419,350,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107420,310,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Connolly,6027,5107421,422,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107501,453,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107502,288,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107503,304,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107504,409,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107505,222,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107506,440,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107507,178,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107508,193,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107509,299,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107510,499,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107511,403,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107512,335,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107513,447,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107514,348,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107515,405,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107516,315,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107517,174,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107518,355,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107519,196,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107520,613,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107521,355,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107522,556,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Hillarys,6025,5107523,344,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107601,262,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107602,299,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107603,354,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107604,312,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107606,194,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107607,179,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107608,411,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107609,416,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107611,757,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107612,671,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Iluka,6028,5107613,62,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Burns Beach,6028,5107614,984,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Burns Beach,6028,5107616,679,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Burns Beach,6028,5107617,802,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107702,216,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107703,331,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107704,309,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107705,133,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107706,323,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107707,232,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107708,414,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107709,141,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107710,255,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107711,238,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107712,270,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107713,257,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107714,389,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107715,257,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107717,162,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107718,159,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107719,380,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107720,279,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107721,351,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107722,300,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107723,373,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107724,320,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107725,310,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107726,216,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107727,350,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107728,229,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Edgewater,6027,5107729,245,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107730,240,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107731,302,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Joondalup,6027,5107732,355,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107735,248,Joondalup,
North Metropolitan,Burns Beach,City of Joondalup,Joondalup,6027,5107736,418,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107801,379,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107802,235,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107803,328,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107804,340,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107805,305,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107806,246,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107807,357,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107808,399,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107809,215,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107810,161,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107811,413,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107812,430,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107813,226,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107814,195,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107815,284,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107816,283,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107817,327,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107818,343,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107819,251,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107820,160,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107821,354,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107822,220,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107823,423,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107824,324,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107825,233,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107826,6,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107827,240,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107828,173,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107829,322,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107830,281,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107831,233,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107833,456,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107834,199,Joondalup,
North Metropolitan,Kingsley,City of Joondalup,Kingsley,6026,5107835,127,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107901,325,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107902,390,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107903,159,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107904,452,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107905,400,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107906,461,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107907,284,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107908,445,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107909,352,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107910,331,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107911,310,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107912,325,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107913,346,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107915,367,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107916,231,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107917,273,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107918,247,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107919,205,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107920,189,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Kallaroo,6025,5107921,375,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107922,241,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107923,291,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107925,345,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107926,353,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Mullaloo,6027,5107927,412,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108001,318,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108002,235,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108003,304,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108004,123,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108005,289,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108006,245,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108007,391,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108008,236,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108009,178,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108010,243,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108011,302,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108012,201,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108013,182,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108014,412,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108015,247,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108017,220,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108018,235,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108019,366,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108020,288,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108021,274,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108022,308,Joondalup,
North Metropolitan,Joondalup,City of Joondalup,Ocean Reef,6027,5108023,238,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108101,240,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108102,243,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108103,287,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108105,191,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108106,260,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108107,371,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108108,253,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108109,232,Joondalup,
North Metropolitan,Hillarys,City of Joondalup,Padbury,6025,5108110,216,Joondalup,
